step,loss,bpc,acc,gnorm,lr,elapsed_s
193,4.530046,6.5355,0.155476,0.1010,0.001000,592.3
194,4.530691,6.5364,0.158346,0.1014,0.001000,595.2
195,4.530235,6.5358,0.154463,0.1165,0.001000,598.2
196,4.520515,6.5217,0.155293,0.0999,0.001000,601.3
197,4.526560,6.5305,0.154426,0.0952,0.001000,604.3
198,4.533419,6.5404,0.159391,0.0986,0.001000,607.4
199,4.533334,6.5402,0.153951,0.1129,0.001000,610.2
200,4.520090,6.5211,0.156620,0.1224,0.001000,613.2
201,4.520990,6.5224,0.154293,0.1317,0.001000,616.2
202,4.518552,6.5189,0.153241,0.1084,0.001000,619.3
203,4.527231,6.5314,0.155988,0.1149,0.001000,622.4
204,4.520452,6.5217,0.156843,0.1098,0.001000,625.4
205,4.517820,6.5179,0.152200,0.1412,0.001000,628.4
206,4.522340,6.5244,0.155430,0.1462,0.001000,631.5
207,4.514205,6.5126,0.154305,0.1179,0.001000,634.5
208,4.517353,6.5172,0.157814,0.1132,0.001000,637.7
209,4.538307,6.5474,0.154439,0.1234,0.001000,640.8
210,4.521016,6.5225,0.149649,0.1308,0.001000,643.9
211,4.515712,6.5148,0.158201,0.1294,0.001000,647.0
212,4.525858,6.5295,0.153070,0.1103,0.001000,650.3
213,4.529326,6.5345,0.158551,0.1016,0.001000,653.5
214,4.525415,6.5288,0.157868,0.1217,0.001000,657.1
215,4.524498,6.5275,0.156159,0.1307,0.001000,660.3
216,4.526109,6.5298,0.157669,0.0967,0.001000,663.3
217,4.537547,6.5463,0.153781,0.1117,0.001000,666.4
218,4.518641,6.5190,0.155913,0.1088,0.001000,669.5
219,4.507607,6.5031,0.161180,0.1045,0.001000,672.5
220,4.511206,6.5083,0.159405,0.1027,0.001000,675.6
221,4.517644,6.5176,0.157526,0.1067,0.001000,678.6
222,4.512429,6.5101,0.153754,0.1001,0.001000,681.6
223,4.521135,6.5226,0.153386,0.0997,0.001000,684.7
224,4.504244,6.4983,0.154122,0.0969,0.001000,687.7
225,4.528586,6.5334,0.153385,0.0983,0.001000,690.6
226,4.518229,6.5184,0.160075,0.0978,0.001000,693.8
227,4.518060,6.5182,0.154280,0.0911,0.001000,696.9
228,4.522608,6.5248,0.155487,0.0966,0.001000,699.9
229,4.505594,6.5002,0.154634,0.0984,0.001000,703.0
230,4.510677,6.5076,0.154400,0.0932,0.001000,706.1
231,4.510521,6.5073,0.155999,0.0953,0.001000,709.2
232,4.502036,6.4951,0.154622,0.0948,0.001000,712.2
233,4.523639,6.5263,0.154438,0.0969,0.001000,715.3
234,4.520519,6.5218,0.155966,0.0954,0.001000,718.4
235,4.528582,6.5334,0.152927,0.1030,0.001000,721.5
236,4.517041,6.5167,0.154939,0.0966,0.001000,724.5
237,4.501149,6.4938,0.153268,0.1080,0.001000,727.4
238,4.503066,6.4966,0.158534,0.0948,0.001000,730.6
239,4.517005,6.5167,0.161108,0.0913,0.001000,733.7
240,4.507307,6.5027,0.155487,0.1024,0.001000,736.8
241,4.506518,6.5016,0.155122,0.1072,0.001000,739.8
242,4.514871,6.5136,0.154768,0.0983,0.001000,742.8
243,4.530685,6.5364,0.151732,0.1111,0.001000,745.9
244,4.531151,6.5371,0.149838,0.1125,0.001000,749.1
245,4.512210,6.5098,0.153556,0.1124,0.001000,752.1
246,4.517276,6.5171,0.148660,0.1112,0.001000,755.1
247,4.513858,6.5121,0.152913,0.1125,0.001000,758.2
248,4.529158,6.5342,0.155110,0.0965,0.001000,761.3
249,4.524104,6.5269,0.154122,0.0976,0.001000,764.3
250,4.501635,6.4945,0.161782,0.0974,0.001000,767.6
251,4.515077,6.5139,0.160760,0.0995,0.001000,770.6
252,4.508018,6.5037,0.155658,0.0940,0.001000,773.5
253,4.507365,6.5028,0.156202,0.1017,0.001000,776.7
254,4.504363,6.4984,0.158651,0.1122,0.001000,779.8
255,4.520826,6.5222,0.155829,0.1084,0.001000,782.8
256,4.508440,6.5043,0.152215,0.1083,0.001000,785.9
257,4.522544,6.5247,0.154609,0.1036,0.001000,788.9
258,4.498722,6.4903,0.153268,0.1149,0.001000,792.0
259,4.518624,6.5190,0.154689,0.1036,0.001000,795.0
260,4.510942,6.5079,0.159644,0.1488,0.001000,798.0
261,4.504231,6.4983,0.153098,0.1136,0.001000,801.0
262,4.489607,6.4772,0.156843,0.0995,0.001000,803.9
263,4.493501,6.4828,0.162130,0.1024,0.001000,807.1
264,4.489041,6.4763,0.161120,0.1170,0.001000,810.1
265,4.492859,6.4818,0.164021,0.1115,0.001000,813.2
266,4.487877,6.4747,0.160931,0.1060,0.001000,816.2
267,4.508507,6.5044,0.164360,0.1231,0.001000,819.1
268,4.522913,6.5252,0.157355,0.1062,0.001000,822.0
269,4.485757,6.4716,0.164698,0.0967,0.001000,825.2
270,4.483583,6.4685,0.167947,0.0909,0.001000,828.1
271,4.520100,6.5211,0.155988,0.1017,0.001000,831.1
272,4.518315,6.5186,0.156792,0.1151,0.001000,834.2
273,4.517850,6.5179,0.150384,0.1220,0.001000,837.3
