step,loss,bpc,acc,gnorm,lr,elapsed_s
307,4.511620,6.5089,0.163503,0.1139,0.001000,792.8
308,4.507304,6.5027,0.163328,0.1061,0.001000,795.3
309,4.501917,6.4949,0.161290,0.1066,0.001000,797.9
310,4.497821,6.4890,0.157346,0.1067,0.001000,800.4
311,4.506008,6.5008,0.156480,0.1007,0.001000,803.0
312,4.501321,6.4941,0.159562,0.1117,0.001000,805.5
313,4.505437,6.5000,0.153754,0.1069,0.001000,808.1
314,4.506717,6.5018,0.154083,0.1076,0.001000,810.8
315,4.504034,6.4980,0.159420,0.1159,0.001000,813.6
316,4.510801,6.5077,0.152014,0.1019,0.001000,816.2
317,4.491177,6.4794,0.154413,0.1006,0.001000,818.8
318,4.512335,6.5099,0.160089,0.1073,0.001000,821.5
319,4.498234,6.4896,0.159740,0.0996,0.001000,824.1
320,4.495142,6.4851,0.157175,0.1234,0.001000,826.6
321,4.525790,6.5294,0.152259,0.1067,0.001000,829.4
322,4.502311,6.4955,0.157155,0.1109,0.001000,831.9
323,4.494438,6.4841,0.157155,0.1006,0.001000,834.5
324,4.501783,6.4947,0.154963,0.1058,0.001000,837.0
325,4.506047,6.5009,0.157184,0.1080,0.001000,839.5
326,4.511350,6.5085,0.155955,0.1040,0.001000,842.1
327,4.504433,6.4985,0.158389,0.1073,0.001000,844.7
328,4.499243,6.4911,0.157488,0.1084,0.001000,847.2
329,4.518072,6.5182,0.151842,0.1163,0.001000,849.7
330,4.527951,6.5325,0.158706,0.1029,0.001000,852.2
331,4.495543,6.4857,0.163338,0.1085,0.001000,854.9
332,4.501848,6.4948,0.153398,0.1004,0.001000,857.4
333,4.515467,6.5145,0.151686,0.1102,0.001000,860.1
334,4.499132,6.4909,0.155818,0.1130,0.001000,862.7
335,4.511841,6.5092,0.156319,0.1288,0.001000,865.2
336,4.510501,6.5073,0.153583,0.1167,0.001000,867.7
337,4.507801,6.5034,0.159897,0.1208,0.001000,870.3
338,4.487958,6.4748,0.155806,0.1071,0.001000,872.8
339,4.504414,6.4985,0.160608,0.1139,0.001000,875.5
340,4.519692,6.5206,0.155464,0.1304,0.001000,878.1
341,4.504293,6.4983,0.161787,0.1479,0.001000,880.7
342,4.507002,6.5023,0.161959,0.1266,0.001000,883.2
343,4.511777,6.5091,0.158039,0.1160,0.001000,885.8
344,4.517969,6.5181,0.156651,0.1133,0.001000,888.4
345,4.523911,6.5266,0.158730,0.1342,0.001000,891.1
346,4.508316,6.5041,0.160424,0.1399,0.001000,893.7
347,4.504711,6.4989,0.159227,0.1345,0.001000,896.4
348,4.513490,6.5116,0.154792,0.1350,0.001000,899.0
349,4.505139,6.4996,0.152557,0.1066,0.001000,901.7
350,4.495262,6.4853,0.157346,0.1005,0.001000,904.3
351,4.514557,6.5132,0.160431,0.1077,0.001000,906.9
352,4.507924,6.5036,0.159897,0.1213,0.001000,909.5
353,4.481415,6.4653,0.164531,0.1362,0.001000,912.0
354,4.499778,6.4918,0.159904,0.1205,0.001000,914.5
355,4.493231,6.4824,0.164698,0.1041,0.001000,917.0
356,4.490205,6.4780,0.160418,0.1148,0.001000,919.5
357,4.512779,6.5106,0.158192,0.1169,0.001000,922.2
358,4.504602,6.4988,0.157669,0.1134,0.001000,924.8
359,4.494900,6.4848,0.153912,0.1080,0.001000,927.2
360,4.478207,6.4607,0.162485,0.1176,0.001000,929.7
361,4.493745,6.4831,0.163496,0.1110,0.001000,932.3
362,4.505937,6.5007,0.158355,0.1089,0.001000,934.8
363,4.501853,6.4948,0.155818,0.1218,0.001000,937.5
364,4.505188,6.4996,0.157859,0.1112,0.001000,940.2
365,4.488291,6.4753,0.164702,0.1062,0.001000,942.8
366,4.507821,6.5034,0.162807,0.1012,0.001000,945.4
367,4.495224,6.4853,0.159413,0.1142,0.001000,947.9
368,4.482033,6.4662,0.165213,0.1060,0.001000,950.4
369,4.482099,6.4663,0.163503,0.1053,0.001000,953.0
370,4.489565,6.4771,0.157517,0.1129,0.001000,955.8
371,4.502283,6.4954,0.158885,0.1063,0.001000,958.3
372,4.508045,6.5038,0.158543,0.1060,0.001000,960.9
373,4.497478,6.4885,0.161108,0.1066,0.001000,963.6
