step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
1320,5.156816,5.067291,0.025513,0.028611,0.000963,486.5,337920,0.8832
1330,5.144215,5.056004,0.026123,0.029103,0.000962,490.0,340480,0.8787
1340,5.145486,5.063178,0.024475,0.027021,0.000962,493.8,343040,0.8922
1350,5.181284,5.088073,0.022583,0.025353,0.000961,497.2,345600,0.8691
1360,5.160954,5.068649,0.024902,0.027369,0.000961,501.0,348160,0.8787
1370,5.159225,5.067845,0.023560,0.026347,0.000960,504.4,350720,0.8780
1380,5.144640,5.053858,0.023987,0.026686,0.000959,507.7,353280,0.8851
1390,5.164614,5.074523,0.025330,0.028255,0.000959,511.8,355840,0.8813
1400,5.155454,5.062261,0.023193,0.026166,0.000958,515.1,358400,0.8701
1410,5.196166,5.087051,0.021362,0.024368,0.000957,519.8,360960,0.8541
1420,5.173425,5.073831,0.022644,0.025373,0.000957,524.1,363520,0.8708
1430,5.169813,5.068759,0.024963,0.028095,0.000956,528.4,366080,0.8668
