step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
950,2.275924,2.194265,0.371094,0.374661,0.000957,943.2,121600,0.9905
960,2.328439,2.242246,0.364990,0.368954,0.000956,953.0,122880,0.9893
970,2.309155,2.225353,0.363281,0.367135,0.000955,963.7,124160,0.9895
980,2.279452,2.214444,0.375977,0.379030,0.000954,973.6,125440,0.9919
990,2.347739,2.247416,0.363892,0.368571,0.000953,983.7,126720,0.9873
1000,2.343615,2.235813,0.363403,0.368213,0.000952,993.7,128000,0.9869
1010,2.295044,2.221840,0.369751,0.372846,0.000951,1009.8,129280,0.9917
1020,2.302311,2.203107,0.376831,0.381205,0.000950,1019.6,130560,0.9885
1030,2.311435,2.214199,0.378174,0.382705,0.000949,1029.5,131840,0.9882
1040,2.353624,2.170346,0.378052,0.386304,0.000948,1039.7,133120,0.9786
1050,2.344601,2.228743,0.366821,0.372275,0.000947,1049.9,134400,0.9854
1060,2.356184,2.202181,0.366943,0.373695,0.000946,1059.5,135680,0.9819
1070,2.304399,2.214062,0.382202,0.386209,0.000944,1068.9,136960,0.9896
1080,2.314279,2.179465,0.380371,0.386457,0.000943,1078.2,138240,0.9843
1090,2.342879,2.223467,0.364380,0.369294,0.000942,1087.5,139520,0.9867
1100,2.353605,2.202064,0.375122,0.381834,0.000941,1098.3,140800,0.9824
1110,2.299297,2.174883,0.381348,0.387065,0.000940,1115.0,142080,0.9852
1120,2.283973,2.201982,0.375732,0.379531,0.000939,1125.9,143360,0.9900
1130,2.243804,2.191466,0.374146,0.376536,0.000938,1135.7,144640,0.9937
1140,2.336473,2.244915,0.366821,0.370896,0.000936,1145.6,145920,0.9890
1150,2.274905,2.188909,0.381226,0.384985,0.000935,1155.5,147200,0.9902
1160,2.250742,2.164210,0.382812,0.386635,0.000934,1166.0,148480,0.9901
1170,2.224603,2.144150,0.388672,0.392360,0.000933,1176.3,149760,0.9906
1180,2.294330,2.185419,0.383911,0.388752,0.000931,1186.1,151040,0.9875
1190,2.289371,2.204324,0.374512,0.378578,0.000930,1196.6,152320,0.9893
1200,2.315553,2.194456,0.374634,0.380203,0.000929,1207.1,153600,0.9854
1210,2.249773,2.147082,0.386963,0.391648,0.000928,1222.5,154880,0.9880
1220,2.315703,2.176948,0.380249,0.386476,0.000926,1235.2,156160,0.9839
1230,2.264989,2.153946,0.380615,0.385366,0.000925,1244.9,157440,0.9877
1240,2.292033,2.212188,0.373779,0.377187,0.000924,1255.4,158720,0.9910
1250,2.195613,2.099824,0.395874,0.400272,0.000923,1265.4,160000,0.9890
1260,2.253680,2.158928,0.386597,0.390650,0.000921,1275.0,161280,0.9896
1270,2.240675,2.160772,0.387939,0.391428,0.000920,1284.3,162560,0.9911
