step,model,loss,acc,avg_loss_20,avg_acc_20
1157,B_scale0.01,0.692343,0.5000,0.654426,0.6188
1158,A_scale1.0,0.665064,0.5625,0.668301,0.5687
1158,B_scale0.01,0.733329,0.4375,0.659420,0.6062
1159,A_scale1.0,0.697217,0.5625,0.666066,0.5813
1159,B_scale0.01,0.722896,0.5000,0.659210,0.6062
1160,A_scale1.0,0.685513,0.6250,0.669384,0.5750
1160,B_scale0.01,0.611612,0.5000,0.660557,0.5938
1161,A_scale1.0,0.583845,0.6875,0.669378,0.5687
1161,B_scale0.01,0.607929,0.6875,0.659890,0.5969
1162,A_scale1.0,0.628501,0.6250,0.664799,0.5781
1162,B_scale0.01,0.627430,0.6875,0.656834,0.6000
1163,A_scale1.0,0.681671,0.6250,0.667756,0.5813
1163,B_scale0.01,0.696221,0.4375,0.660872,0.5875
1164,A_scale1.0,0.656175,0.5625,0.668446,0.5781
1164,B_scale0.01,0.638758,0.6875,0.661211,0.5875
1165,A_scale1.0,0.704054,0.5625,0.673907,0.5750
1165,B_scale0.01,0.667395,0.6250,0.664022,0.5813
1166,A_scale1.0,0.620352,0.6250,0.673532,0.5750
1166,B_scale0.01,0.592065,0.6875,0.660789,0.5844
1167,A_scale1.0,0.704016,0.6250,0.674770,0.5750
1167,B_scale0.01,0.617214,0.7500,0.660268,0.5938
1168,A_scale1.0,0.645643,0.6250,0.675675,0.5750
1168,B_scale0.01,0.688716,0.6250,0.663554,0.5938
1169,A_scale1.0,0.662511,0.6250,0.674841,0.5719
1169,B_scale0.01,0.606246,0.5625,0.660837,0.5938
1170,A_scale1.0,0.666895,0.5625,0.674154,0.5813
1170,B_scale0.01,0.699700,0.4375,0.664009,0.5906
1171,A_scale1.0,0.568431,0.7500,0.669152,0.5875
1171,B_scale0.01,0.527459,0.8125,0.654220,0.6062
1172,A_scale1.0,0.782166,0.5000,0.664332,0.6000
1172,B_scale0.01,0.655077,0.6250,0.644754,0.6188
1173,A_scale1.0,0.687090,0.6250,0.667569,0.6031
1173,B_scale0.01,0.586063,0.7500,0.644219,0.6188
1174,A_scale1.0,0.653634,0.5000,0.668461,0.5938
1174,B_scale0.01,0.612741,0.6875,0.644272,0.6156
1175,A_scale1.0,0.678275,0.4375,0.668133,0.5906
1175,B_scale0.01,0.675683,0.4375,0.644839,0.6094
1176,A_scale1.0,0.636179,0.6875,0.664610,0.6031
1176,B_scale0.01,0.593492,0.8125,0.642618,0.6125
1177,A_scale1.0,0.702041,0.4375,0.665464,0.5906
1177,B_scale0.01,0.667128,0.5000,0.641358,0.6125
1178,A_scale1.0,0.649773,0.6875,0.664699,0.5969
1178,B_scale0.01,0.611230,0.6875,0.635253,0.6250
1179,A_scale1.0,0.618221,0.6250,0.660749,0.6000
1179,B_scale0.01,0.610685,0.6875,0.629642,0.6344
1180,A_scale1.0,0.600398,0.7500,0.656494,0.6062
1180,B_scale0.01,0.598008,0.6875,0.628962,0.6438
1181,A_scale1.0,0.648535,0.5625,0.659728,0.6000
1181,B_scale0.01,0.618515,0.5625,0.629491,0.6375
1182,A_scale1.0,0.593255,0.7500,0.657966,0.6062
1182,B_scale0.01,0.666518,0.6250,0.631446,0.6344
1183,A_scale1.0,0.684804,0.5625,0.658122,0.6031
1183,B_scale0.01,0.665433,0.6250,0.629906,0.6438
1184,A_scale1.0,0.597270,0.6875,0.655177,0.6094
1184,B_scale0.01,0.559062,0.6875,0.625921,0.6438
1185,A_scale1.0,0.572921,0.7500,0.648621,0.6188
1185,B_scale0.01,0.491080,0.9375,0.617106,0.6594
1186,A_scale1.0,0.611002,0.6250,0.648153,0.6188
1186,B_scale0.01,0.632732,0.6250,0.619139,0.6562
1187,A_scale1.0,0.688047,0.6250,0.647355,0.6188
1187,B_scale0.01,0.637321,0.8750,0.620144,0.6625
1188,A_scale1.0,0.658206,0.5625,0.647983,0.6156
1188,B_scale0.01,0.695546,0.5625,0.620486,0.6594
1189,A_scale1.0,0.751725,0.4375,0.652443,0.6062
1189,B_scale0.01,0.699665,0.5000,0.625157,0.6562
1190,A_scale1.0,0.713130,0.5000,0.654755,0.6031
1190,B_scale0.01,0.649806,0.6875,0.622662,0.6687
1191,A_scale1.0,0.761111,0.3750,0.664389,0.5844
1191,B_scale0.01,0.710530,0.6250,0.631816,0.6594
1192,A_scale1.0,0.656861,0.6250,0.658124,0.5906
1192,B_scale0.01,0.706207,0.5625,0.634372,0.6562
1193,A_scale1.0,0.756837,0.3750,0.661611,0.5781
1193,B_scale0.01,0.666174,0.5625,0.638378,0.6469
1194,A_scale1.0,0.614969,0.7500,0.659678,0.5906
1194,B_scale0.01,0.615800,0.7500,0.638531,0.6500
1195,A_scale1.0,0.666002,0.5625,0.659064,0.5969
1195,B_scale0.01,0.668448,0.5625,0.638169,0.6562
1196,A_scale1.0,0.666298,0.4375,0.660570,0.5844
1196,B_scale0.01,0.624808,0.7500,0.639735,0.6531
1197,A_scale1.0,0.647874,0.7500,0.657862,0.6000
1197,B_scale0.01,0.686626,0.6875,0.640710,0.6625
1198,A_scale1.0,0.712226,0.4375,0.660985,0.5875
1198,B_scale0.01,0.664387,0.6250,0.643368,0.6594
1199,A_scale1.0,0.644090,0.5625,0.662278,0.5844
1199,B_scale0.01,0.689731,0.4375,0.647320,0.6469
1200,A_scale1.0,0.658498,0.6875,0.665183,0.5813
1200,B_scale0.01,0.666302,0.6875,0.650735,0.6469
1201,A_scale1.0,0.612136,0.7500,0.663363,0.5906
1201,B_scale0.01,0.640500,0.5625,0.651834,0.6469
1202,A_scale1.0,0.609068,0.6250,0.664154,0.5844
1202,B_scale0.01,0.619897,0.6250,0.649503,0.6469
1203,A_scale1.0,0.705528,0.5625,0.665190,0.5844
1203,B_scale0.01,0.681035,0.5625,0.650283,0.6438
1204,A_scale1.0,0.630211,0.7500,0.666837,0.5875
1204,B_scale0.01,0.659474,0.6250,0.655304,0.6406
1205,A_scale1.0,0.702504,0.4375,0.673316,0.5719
1205,B_scale0.01,0.736575,0.5625,0.667578,0.6219
1206,A_scale1.0,0.551716,0.7500,0.670352,0.5781
1206,B_scale0.01,0.573799,0.6250,0.664632,0.6219
1207,A_scale1.0,0.640465,0.6250,0.667973,0.5781
1207,B_scale0.01,0.589581,0.7500,0.662245,0.6156
1208,A_scale1.0,0.721462,0.3750,0.671136,0.5687
1208,B_scale0.01,0.793504,0.3750,0.667143,0.6062
1209,A_scale1.0,0.700595,0.3125,0.668579,0.5625
1209,B_scale0.01,0.707666,0.5000,0.667543,0.6062
1210,A_scale1.0,0.692951,0.5625,0.667570,0.5656
1210,B_scale0.01,0.716106,0.4375,0.670858,0.5938
1211,A_scale1.0,0.653318,0.7500,0.662180,0.5844
1211,B_scale0.01,0.751304,0.4375,0.672896,0.5844
1212,A_scale1.0,0.695540,0.5625,0.664114,0.5813
1212,B_scale0.01,0.789391,0.3125,0.677055,0.5719
1213,A_scale1.0,0.625723,0.6875,0.657559,0.5969
1213,B_scale0.01,0.561290,0.8125,0.671811,0.5844
1214,A_scale1.0,0.713868,0.5625,0.662504,0.5875
1214,B_scale0.01,0.750364,0.4375,0.678539,0.5687
1215,A_scale1.0,0.747080,0.3750,0.666558,0.5781
1215,B_scale0.01,0.790024,0.3750,0.684618,0.5594
1216,A_scale1.0,0.632308,0.4375,0.664858,0.5781
1216,B_scale0.01,0.663043,0.6250,0.686530,0.5531
1217,A_scale1.0,0.621726,0.7500,0.663551,0.5781
1217,B_scale0.01,0.626124,0.6875,0.683505,0.5531
1218,A_scale1.0,0.707090,0.5625,0.663294,0.5844
1218,B_scale0.01,0.652512,0.5625,0.682911,0.5500
1219,A_scale1.0,0.589201,0.7500,0.660549,0.5938
1219,B_scale0.01,0.551181,0.7500,0.675984,0.5656
1220,A_scale1.0,0.747821,0.5625,0.665016,0.5875
1220,B_scale0.01,0.645614,0.7500,0.674949,0.5687
1221,A_scale1.0,0.800920,0.5000,0.674455,0.5750
1221,B_scale0.01,0.717779,0.5625,0.678813,0.5687
1222,A_scale1.0,0.593069,0.7500,0.673655,0.5813
1222,B_scale0.01,0.626112,0.6875,0.679124,0.5719
1223,A_scale1.0,0.677236,0.5000,0.672240,0.5781
1223,B_scale0.01,0.692033,0.3750,0.679674,0.5625
1224,A_scale1.0,0.620359,0.5625,0.671748,0.5687
1224,B_scale0.01,0.631217,0.6250,0.678261,0.5625
1225,A_scale1.0,0.595536,0.6875,0.666399,0.5813
1225,B_scale0.01,0.574382,0.6875,0.670151,0.5687
1226,A_scale1.0,0.800246,0.4375,0.678826,0.5656
1226,B_scale0.01,0.693444,0.4375,0.676134,0.5594
1227,A_scale1.0,0.586689,0.7500,0.676137,0.5719
1227,B_scale0.01,0.561164,0.7500,0.674713,0.5594
1228,A_scale1.0,0.721597,0.4375,0.676144,0.5750
1228,B_scale0.01,0.720154,0.5625,0.671045,0.5687
1229,A_scale1.0,0.750269,0.4375,0.678627,0.5813
1229,B_scale0.01,0.783055,0.3750,0.674815,0.5625
1230,A_scale1.0,0.620950,0.6250,0.675027,0.5844
1230,B_scale0.01,0.653293,0.8125,0.671674,0.5813
1231,A_scale1.0,0.658515,0.5625,0.675287,0.5750
1231,B_scale0.01,0.628972,0.6250,0.665557,0.5906
1232,A_scale1.0,0.764010,0.5000,0.678711,0.5719
1232,B_scale0.01,0.725221,0.4375,0.662349,0.5969
1233,A_scale1.0,0.658016,0.6875,0.680325,0.5719
1233,B_scale0.01,0.643486,0.5625,0.666459,0.5844
1234,A_scale1.0,0.661547,0.6250,0.677709,0.5750
1234,B_scale0.01,0.708438,0.5000,0.664362,0.5875
1235,A_scale1.0,0.644929,0.6875,0.672602,0.5906
1235,B_scale0.01,0.652490,0.6250,0.657486,0.6000
1236,A_scale1.0,0.664021,0.5625,0.674187,0.5969
1236,B_scale0.01,0.665460,0.5625,0.657607,0.5969
1237,A_scale1.0,0.772353,0.2500,0.681719,0.5719
1237,B_scale0.01,0.758493,0.5000,0.664225,0.5875
1238,A_scale1.0,0.681352,0.5625,0.680432,0.5719
1238,B_scale0.01,0.675930,0.5625,0.665396,0.5875
1239,A_scale1.0,0.697569,0.5625,0.685850,0.5625
1239,B_scale0.01,0.713193,0.5000,0.673496,0.5750
1240,A_scale1.0,0.675464,0.5000,0.682232,0.5594
1240,B_scale0.01,0.660155,0.7500,0.674224,0.5750
1241,A_scale1.0,0.686701,0.5625,0.676521,0.5625
1241,B_scale0.01,0.654667,0.5625,0.671068,0.5750
1242,A_scale1.0,0.575530,0.7500,0.675644,0.5625
1242,B_scale0.01,0.593669,0.7500,0.669446,0.5781
1243,A_scale1.0,0.633011,0.6875,0.673433,0.5719
1243,B_scale0.01,0.642350,0.7500,0.666962,0.5969
1244,A_scale1.0,0.678447,0.5625,0.676338,0.5719
1244,B_scale0.01,0.655174,0.6875,0.668159,0.6000
1245,A_scale1.0,0.696564,0.5000,0.681389,0.5625
1245,B_scale0.01,0.687040,0.5625,0.673792,0.5938
1246,A_scale1.0,0.715138,0.3750,0.677134,0.5594
1246,B_scale0.01,0.649278,0.6250,0.671584,0.6031
1247,A_scale1.0,0.610754,0.6875,0.678337,0.5563
1247,B_scale0.01,0.548571,0.9375,0.670954,0.6125
1248,A_scale1.0,0.655667,0.6250,0.675040,0.5656
1248,B_scale0.01,0.643984,0.7500,0.667146,0.6219
1249,A_scale1.0,0.669918,0.5625,0.671023,0.5719
1249,B_scale0.01,0.658263,0.7500,0.660906,0.6406
1250,A_scale1.0,0.686528,0.4375,0.674302,0.5625
1250,B_scale0.01,0.712901,0.5000,0.663887,0.6250
1251,A_scale1.0,0.585742,0.8125,0.670663,0.5750
1251,B_scale0.01,0.607448,0.7500,0.662811,0.6312
1252,A_scale1.0,0.580294,0.8125,0.661477,0.5906
1252,B_scale0.01,0.551944,0.8750,0.654147,0.6531
1253,A_scale1.0,0.621467,0.6875,0.659650,0.5906
1253,B_scale0.01,0.637290,0.6875,0.653837,0.6594
1254,A_scale1.0,0.694363,0.5625,0.661291,0.5875
1254,B_scale0.01,0.719270,0.3750,0.654379,0.6531
1255,A_scale1.0,0.546554,0.7500,0.656372,0.5906
1255,B_scale0.01,0.557193,0.7500,0.649614,0.6594
1256,A_scale1.0,0.617802,0.6875,0.654061,0.5969
1256,B_scale0.01,0.589840,0.8125,0.645833,0.6719
1257,A_scale1.0,0.665934,0.5000,0.648740,0.6094
1257,B_scale0.01,0.669187,0.6250,0.641367,0.6781
1258,A_scale1.0,0.625198,0.5625,0.645932,0.6094
1258,B_scale0.01,0.623910,0.6875,0.638766,0.6844
1259,A_scale1.0,0.653082,0.6875,0.643708,0.6156
1259,B_scale0.01,0.692276,0.5000,0.637720,0.6844
1260,A_scale1.0,0.628382,0.7500,0.641354,0.6281
1260,B_scale0.01,0.631879,0.5625,0.636307,0.6750
1261,A_scale1.0,0.675315,0.6250,0.640784,0.6312
1261,B_scale0.01,0.702686,0.5625,0.638708,0.6750
1262,A_scale1.0,0.630223,0.6875,0.643519,0.6281
1262,B_scale0.01,0.662936,0.5000,0.642171,0.6625
1263,A_scale1.0,0.602489,0.7500,0.641993,0.6312
1263,B_scale0.01,0.594024,0.6250,0.639755,0.6562
1264,A_scale1.0,0.693159,0.5000,0.642729,0.6281
1264,B_scale0.01,0.753154,0.3750,0.644654,0.6406
1265,A_scale1.0,0.659528,0.5000,0.640877,0.6281
1265,B_scale0.01,0.662234,0.6875,0.643413,0.6469
1266,A_scale1.0,0.622302,0.6875,0.636235,0.6438
1266,B_scale0.01,0.565840,0.7500,0.639241,0.6531
1267,A_scale1.0,0.728310,0.4375,0.642113,0.6312
1267,B_scale0.01,0.653866,0.5625,0.644506,0.6344
1268,A_scale1.0,0.539351,0.9375,0.636297,0.6469
1268,B_scale0.01,0.503767,0.8750,0.637495,0.6406
1269,A_scale1.0,0.695701,0.5000,0.637586,0.6438
1269,B_scale0.01,0.702525,0.5000,0.639709,0.6281
1270,A_scale1.0,0.641900,0.8125,0.635355,0.6625
1270,B_scale0.01,0.612020,0.6250,0.634664,0.6344
1271,A_scale1.0,0.659209,0.5625,0.639028,0.6500
1271,B_scale0.01,0.658053,0.5625,0.637195,0.6250
1272,A_scale1.0,0.666654,0.5000,0.643346,0.6344
1272,B_scale0.01,0.619419,0.7500,0.640568,0.6188
1273,A_scale1.0,0.670584,0.5000,0.645802,0.6250
1273,B_scale0.01,0.636078,0.6875,0.640508,0.6188
1274,A_scale1.0,0.702908,0.4375,0.646229,0.6188
1274,B_scale0.01,0.722987,0.5625,0.640694,0.6281
1275,A_scale1.0,0.650898,0.6250,0.651446,0.6125
1275,B_scale0.01,0.699302,0.5000,0.647799,0.6156
1276,A_scale1.0,0.596289,0.7500,0.650371,0.6156
1276,B_scale0.01,0.593970,0.6250,0.648006,0.6062
1277,A_scale1.0,0.641243,0.5625,0.649136,0.6188
1277,B_scale0.01,0.714713,0.5000,0.650282,0.6000
1278,A_scale1.0,0.616118,0.8125,0.648682,0.6312
1278,B_scale0.01,0.525551,0.8125,0.645364,0.6062
1279,A_scale1.0,0.679519,0.5625,0.650004,0.6250
1279,B_scale0.01,0.630764,0.5625,0.642288,0.6094
1280,A_scale1.0,0.611956,0.6875,0.649183,0.6219
1280,B_scale0.01,0.667698,0.6875,0.644079,0.6156
1281,A_scale1.0,0.652621,0.5625,0.648048,0.6188
1281,B_scale0.01,0.678042,0.6250,0.642847,0.6188
1282,A_scale1.0,0.716610,0.3750,0.652367,0.6031
1282,B_scale0.01,0.677420,0.6250,0.643571,0.6250
1283,A_scale1.0,0.656846,0.6250,0.655085,0.5969
1283,B_scale0.01,0.656893,0.5625,0.646715,0.6219
1284,A_scale1.0,0.665002,0.5625,0.653677,0.6000
1284,B_scale0.01,0.634396,0.6250,0.640777,0.6344
1285,A_scale1.0,0.771615,0.2500,0.659282,0.5875
1285,B_scale0.01,0.688297,0.6250,0.642080,0.6312
1286,A_scale1.0,0.644058,0.6875,0.660370,0.5875
1286,B_scale0.01,0.689468,0.5000,0.648261,0.6188
1287,A_scale1.0,0.683006,0.6250,0.658104,0.5969
1287,B_scale0.01,0.657944,0.5625,0.648465,0.6188
1288,A_scale1.0,0.634597,0.6875,0.662867,0.5844
1288,B_scale0.01,0.583297,0.5625,0.652442,0.6031
1289,A_scale1.0,0.614187,0.6875,0.658791,0.5938
1289,B_scale0.01,0.612978,0.6250,0.647964,0.6094
1290,A_scale1.0,0.666013,0.6250,0.659997,0.5844
1290,B_scale0.01,0.675426,0.5625,0.651135,0.6062
1291,A_scale1.0,0.659032,0.5625,0.659988,0.5844
1291,B_scale0.01,0.664330,0.5625,0.651449,0.6062
1292,A_scale1.0,0.696790,0.5000,0.661495,0.5844
1292,B_scale0.01,0.721463,0.5000,0.656551,0.5938
1293,A_scale1.0,0.672424,0.5625,0.661587,0.5875
1293,B_scale0.01,0.633689,0.6250,0.656431,0.5906
1294,A_scale1.0,0.652090,0.6875,0.659046,0.6000
1294,B_scale0.01,0.662068,0.6250,0.653385,0.5938
1295,A_scale1.0,0.615959,0.6250,0.657299,0.6000
1295,B_scale0.01,0.526026,0.8125,0.644722,0.6094
1296,A_scale1.0,0.650039,0.6250,0.659986,0.5938
1296,B_scale0.01,0.613550,0.7500,0.645701,0.6156
1297,A_scale1.0,0.616825,0.6250,0.658765,0.5969
1297,B_scale0.01,0.612301,0.5000,0.640580,0.6156
1298,A_scale1.0,0.645894,0.6250,0.660254,0.5875
1298,B_scale0.01,0.743367,0.5625,0.651471,0.6031
1299,A_scale1.0,0.672381,0.5000,0.659897,0.5844
1299,B_scale0.01,0.707599,0.5000,0.655313,0.6000
1300,A_scale1.0,0.620418,0.6250,0.660320,0.5813
1300,B_scale0.01,0.570377,0.7500,0.650446,0.6031
1301,A_scale1.0,0.711350,0.5625,0.663257,0.5813
1301,B_scale0.01,0.688418,0.6875,0.650965,0.6062
1302,A_scale1.0,0.662443,0.7500,0.660548,0.6000
1302,B_scale0.01,0.719204,0.5625,0.653055,0.6031
1303,A_scale1.0,0.708869,0.4375,0.663150,0.5906
1303,B_scale0.01,0.681061,0.5000,0.654263,0.6000
1304,A_scale1.0,0.678070,0.6875,0.663803,0.5969
1304,B_scale0.01,0.682280,0.6250,0.656657,0.6000
1305,A_scale1.0,0.553247,0.7500,0.652885,0.6219
1305,B_scale0.01,0.579176,0.7500,0.651201,0.6062
1306,A_scale1.0,0.634228,0.6250,0.652393,0.6188
1306,B_scale0.01,0.578899,0.7500,0.645673,0.6188
1307,A_scale1.0,0.722083,0.4375,0.654347,0.6094
1307,B_scale0.01,0.727942,0.4375,0.649173,0.6125
1308,A_scale1.0,0.644446,0.6875,0.654839,0.6094
1308,B_scale0.01,0.631183,0.6250,0.651567,0.6156
1309,A_scale1.0,0.627254,0.6250,0.655493,0.6062
1309,B_scale0.01,0.653664,0.5625,0.653601,0.6125
1310,A_scale1.0,0.703292,0.5625,0.657357,0.6031
1310,B_scale0.01,0.688263,0.4375,0.654243,0.6062
1311,A_scale1.0,0.695177,0.5625,0.659164,0.6031
1311,B_scale0.01,0.720085,0.5000,0.657031,0.6031
1312,A_scale1.0,0.612729,0.6250,0.654961,0.6094
1312,B_scale0.01,0.589962,0.7500,0.650456,0.6156
1313,A_scale1.0,0.640620,0.6250,0.653371,0.6125
1313,B_scale0.01,0.700008,0.4375,0.653772,0.6062
1314,A_scale1.0,0.681398,0.5000,0.654836,0.6031
1314,B_scale0.01,0.633642,0.5625,0.652350,0.6031
1315,A_scale1.0,0.676025,0.4375,0.657839,0.5938
1315,B_scale0.01,0.738425,0.4375,0.662970,0.5844
1316,A_scale1.0,0.705617,0.4375,0.660618,0.5844
1316,B_scale0.01,0.696062,0.5000,0.667096,0.5719
1317,A_scale1.0,0.696590,0.5000,0.664607,0.5781
1317,B_scale0.01,0.715049,0.5000,0.672233,0.5719
1318,A_scale1.0,0.617811,0.7500,0.663202,0.5844
1318,B_scale0.01,0.621425,0.7500,0.666136,0.5813
1319,A_scale1.0,0.631061,0.7500,0.661136,0.5969
1319,B_scale0.01,0.586923,0.8125,0.660102,0.5969
1320,A_scale1.0,0.727790,0.5000,0.666505,0.5906
1320,B_scale0.01,0.751205,0.3750,0.669144,0.5781
1321,A_scale1.0,0.587052,0.7500,0.660290,0.6000
1321,B_scale0.01,0.582354,0.7500,0.663841,0.5813
1322,A_scale1.0,0.704124,0.5625,0.662374,0.5906
1322,B_scale0.01,0.657557,0.5625,0.660758,0.5813
1323,A_scale1.0,0.520649,0.8125,0.652963,0.6094
1323,B_scale0.01,0.545473,0.8750,0.653979,0.6000
1324,A_scale1.0,0.640838,0.8125,0.651102,0.6156
1324,B_scale0.01,0.579896,0.8125,0.648860,0.6094
1325,A_scale1.0,0.739168,0.3125,0.660398,0.5938
1325,B_scale0.01,0.747720,0.3750,0.657287,0.5906
1326,A_scale1.0,0.605360,0.5625,0.658954,0.5906
1326,B_scale0.01,0.612024,0.6875,0.658943,0.5875
1327,A_scale1.0,0.585751,0.6875,0.652138,0.6031
1327,B_scale0.01,0.651749,0.5000,0.655133,0.5906
1328,A_scale1.0,0.648512,0.5625,0.652341,0.5969
1328,B_scale0.01,0.692914,0.5625,0.658220,0.5875
1329,A_scale1.0,0.551466,0.8125,0.648552,0.6062
1329,B_scale0.01,0.605293,0.7500,0.655801,0.5969
1330,A_scale1.0,0.680447,0.5625,0.647409,0.6062
1330,B_scale0.01,0.615341,0.6250,0.652155,0.6062
1331,A_scale1.0,0.582597,0.7500,0.641780,0.6156
1331,B_scale0.01,0.581886,0.7500,0.645245,0.6188
1332,A_scale1.0,0.639865,0.6875,0.643137,0.6188
1332,B_scale0.01,0.602640,0.7500,0.645879,0.6188
1333,A_scale1.0,0.589443,0.8125,0.640578,0.6281
1333,B_scale0.01,0.552249,0.8125,0.638491,0.6375
1334,A_scale1.0,0.586058,0.8125,0.635811,0.6438
1334,B_scale0.01,0.558213,0.8125,0.634720,0.6500
1335,A_scale1.0,0.608002,0.6250,0.632410,0.6531
1335,B_scale0.01,0.636831,0.5625,0.629640,0.6562
1336,A_scale1.0,0.680883,0.5625,0.631173,0.6594
1336,B_scale0.01,0.598530,0.6250,0.624764,0.6625
1337,A_scale1.0,0.702962,0.5625,0.631492,0.6625
1337,B_scale0.01,0.722529,0.5000,0.625138,0.6625
1338,A_scale1.0,0.732753,0.3750,0.637239,0.6438
1338,B_scale0.01,0.746138,0.3750,0.631373,0.6438
1339,A_scale1.0,0.686467,0.5625,0.640009,0.6344
1339,B_scale0.01,0.607726,0.6250,0.632413,0.6344
1340,A_scale1.0,0.610956,0.6875,0.634168,0.6438
1340,B_scale0.01,0.590612,0.6250,0.624384,0.6469
1341,A_scale1.0,0.630725,0.6250,0.636351,0.6375
1341,B_scale0.01,0.603127,0.5625,0.625422,0.6375
1342,A_scale1.0,0.606020,0.6875,0.631446,0.6438
1342,B_scale0.01,0.571718,0.8125,0.621130,0.6500
1343,A_scale1.0,0.669660,0.5625,0.638897,0.6312
1343,B_scale0.01,0.627395,0.7500,0.625227,0.6438
1344,A_scale1.0,0.649834,0.6875,0.639346,0.6250
1344,B_scale0.01,0.640321,0.7500,0.628248,0.6406
1345,A_scale1.0,0.702502,0.4375,0.637513,0.6312
1345,B_scale0.01,0.598355,0.7500,0.620780,0.6594
1346,A_scale1.0,0.682420,0.6250,0.641366,0.6344
1346,B_scale0.01,0.737370,0.5000,0.627047,0.6500
1347,A_scale1.0,0.674389,0.5625,0.645798,0.6281
1347,B_scale0.01,0.694380,0.6250,0.629178,0.6562
1348,A_scale1.0,0.631099,0.6250,0.644927,0.6312
1348,B_scale0.01,0.629964,0.6250,0.626031,0.6594
1349,A_scale1.0,0.582987,0.8125,0.646503,0.6312
1349,B_scale0.01,0.571572,0.7500,0.624345,0.6594
1350,A_scale1.0,0.610681,0.6250,0.643015,0.6344
1350,B_scale0.01,0.690616,0.5000,0.628109,0.6531
1351,A_scale1.0,0.707027,0.6250,0.649237,0.6281
1351,B_scale0.01,0.688310,0.5625,0.633430,0.6438
1352,A_scale1.0,0.570823,0.8125,0.645785,0.6344
1352,B_scale0.01,0.622071,0.6250,0.634401,0.6375
1353,A_scale1.0,0.579321,0.8125,0.645278,0.6344
1353,B_scale0.01,0.527351,0.7500,0.633156,0.6344
1354,A_scale1.0,0.775897,0.5000,0.654770,0.6188
1354,B_scale0.01,0.767510,0.5625,0.643621,0.6219
1355,A_scale1.0,0.741845,0.5000,0.661463,0.6125
1355,B_scale0.01,0.727991,0.4375,0.648179,0.6156
1356,A_scale1.0,0.742275,0.5625,0.664532,0.6125
1356,B_scale0.01,0.666851,0.6875,0.651595,0.6188
1357,A_scale1.0,0.618487,0.8125,0.660308,0.6250
1357,B_scale0.01,0.603525,0.6875,0.645645,0.6281
1358,A_scale1.0,0.643985,0.5625,0.655870,0.6344
1358,B_scale0.01,0.696387,0.5625,0.643158,0.6375
1359,A_scale1.0,0.652560,0.7500,0.654175,0.6438
1359,B_scale0.01,0.529989,0.9375,0.639271,0.6531
1360,A_scale1.0,0.668243,0.6250,0.657039,0.6406
1360,B_scale0.01,0.703863,0.5625,0.644933,0.6500
1361,A_scale1.0,0.681273,0.3125,0.659566,0.6250
1361,B_scale0.01,0.755712,0.4375,0.652563,0.6438
1362,A_scale1.0,0.591284,0.5625,0.658830,0.6188
1362,B_scale0.01,0.577779,0.7500,0.652866,0.6406
1363,A_scale1.0,0.721575,0.5625,0.661425,0.6188
1363,B_scale0.01,0.792812,0.5625,0.661136,0.6312
1364,A_scale1.0,0.586338,0.8125,0.658251,0.6250
1364,B_scale0.01,0.551939,0.8125,0.656717,0.6344
1365,A_scale1.0,0.632195,0.6250,0.654735,0.6344
1365,B_scale0.01,0.681192,0.6250,0.660859,0.6281
1366,A_scale1.0,0.673481,0.4375,0.654288,0.6250
1366,B_scale0.01,0.659346,0.6250,0.656958,0.6344
1367,A_scale1.0,0.586783,0.5625,0.649908,0.6250
1367,B_scale0.01,0.593201,0.6875,0.651899,0.6375
1368,A_scale1.0,0.548548,0.8750,0.645780,0.6375
1368,B_scale0.01,0.514325,0.7500,0.646117,0.6438
1369,A_scale1.0,0.653249,0.5625,0.649294,0.6250
1369,B_scale0.01,0.580342,0.7500,0.646556,0.6438
1370,A_scale1.0,0.603037,0.7500,0.648911,0.6312
1370,B_scale0.01,0.569107,0.7500,0.640480,0.6562
1371,A_scale1.0,0.640805,0.6250,0.645600,0.6312
1371,B_scale0.01,0.591071,0.6875,0.635618,0.6625
1372,A_scale1.0,0.630125,0.5625,0.648565,0.6188
1372,B_scale0.01,0.653138,0.6250,0.637172,0.6625
1373,A_scale1.0,0.641987,0.4375,0.651699,0.6000
1373,B_scale0.01,0.597977,0.7500,0.640703,0.6625
1374,A_scale1.0,0.729040,0.4375,0.649356,0.5969
1374,B_scale0.01,0.740071,0.5000,0.639331,0.6594
1375,A_scale1.0,0.617650,0.7500,0.643146,0.6094
1375,B_scale0.01,0.571138,0.7500,0.631488,0.6750
1376,A_scale1.0,0.677684,0.6250,0.639916,0.6125
1376,B_scale0.01,0.618367,0.6250,0.629064,0.6719
1377,A_scale1.0,0.612754,0.6250,0.639630,0.6031
1377,B_scale0.01,0.611593,0.6875,0.629467,0.6719
1378,A_scale1.0,0.696232,0.4375,0.642242,0.5969
1378,B_scale0.01,0.706879,0.5625,0.629992,0.6719
1379,A_scale1.0,0.646903,0.5000,0.641959,0.5844
1379,B_scale0.01,0.592964,0.6250,0.633141,0.6562
1380,A_scale1.0,0.700258,0.5625,0.643560,0.5813
1380,B_scale0.01,0.743070,0.3750,0.635101,0.6469
1381,A_scale1.0,0.652565,0.6250,0.642125,0.5969
1381,B_scale0.01,0.722795,0.6250,0.633455,0.6562
1382,A_scale1.0,0.628759,0.8125,0.643998,0.6094
