step,model,loss,acc,avg_loss_20,avg_acc_20
465,A_scale1.0,0.694146,0.5625,0.693845,0.5437
465,B_scale0.01,0.714388,0.5625,0.689193,0.5469
466,A_scale1.0,0.686247,0.5625,0.694090,0.5469
466,B_scale0.01,0.682955,0.5625,0.688989,0.5531
467,A_scale1.0,0.644012,0.7500,0.691327,0.5594
467,B_scale0.01,0.718673,0.3750,0.688861,0.5500
468,A_scale1.0,0.699697,0.5625,0.692450,0.5563
468,B_scale0.01,0.697969,0.3750,0.690211,0.5312
469,A_scale1.0,0.729471,0.3750,0.692691,0.5531
469,B_scale0.01,0.677409,0.6250,0.689164,0.5375
470,A_scale1.0,0.607684,0.7500,0.689343,0.5594
470,B_scale0.01,0.644520,0.6875,0.686687,0.5469
471,A_scale1.0,0.633193,0.6875,0.689526,0.5563
471,B_scale0.01,0.657817,0.6250,0.686781,0.5406
472,A_scale1.0,0.625184,0.6875,0.687783,0.5625
472,B_scale0.01,0.676854,0.6250,0.686908,0.5437
473,A_scale1.0,0.600974,0.7500,0.685524,0.5625
473,B_scale0.01,0.656624,0.7500,0.686572,0.5469
474,A_scale1.0,0.673325,0.5625,0.679521,0.5750
474,B_scale0.01,0.698289,0.6250,0.685448,0.5594
475,A_scale1.0,0.798481,0.3750,0.686650,0.5656
475,B_scale0.01,0.743249,0.3750,0.688328,0.5469
476,A_scale1.0,0.721161,0.3750,0.687122,0.5625
476,B_scale0.01,0.707793,0.4375,0.689846,0.5406
477,A_scale1.0,0.643299,0.5000,0.685981,0.5594
477,B_scale0.01,0.662092,0.5000,0.689314,0.5344
478,A_scale1.0,0.583236,0.7500,0.681812,0.5594
478,B_scale0.01,0.625115,0.6875,0.685402,0.5500
479,A_scale1.0,0.581220,0.6875,0.675613,0.5719
479,B_scale0.01,0.637787,0.6250,0.682784,0.5531
480,A_scale1.0,0.725153,0.3750,0.677651,0.5594
480,B_scale0.01,0.721334,0.3750,0.685192,0.5437
481,A_scale1.0,0.690239,0.5625,0.673258,0.5625
481,B_scale0.01,0.659169,0.6250,0.682203,0.5563
482,A_scale1.0,0.577325,0.8125,0.669396,0.5687
482,B_scale0.01,0.616720,0.6875,0.679389,0.5594
483,A_scale1.0,0.671245,0.5625,0.665434,0.5813
483,B_scale0.01,0.671240,0.6250,0.676733,0.5687
484,A_scale1.0,0.655035,0.5625,0.662016,0.5906
484,B_scale0.01,0.693821,0.5000,0.678191,0.5625
485,A_scale1.0,0.709672,0.4375,0.662793,0.5844
485,B_scale0.01,0.715935,0.5000,0.678268,0.5594
486,A_scale1.0,0.638865,0.6875,0.660424,0.5906
486,B_scale0.01,0.638547,0.7500,0.676048,0.5687
487,A_scale1.0,0.648419,0.6250,0.660644,0.5844
487,B_scale0.01,0.654402,0.5625,0.672834,0.5781
488,A_scale1.0,0.764389,0.3750,0.663879,0.5750
488,B_scale0.01,0.725600,0.4375,0.674216,0.5813
489,A_scale1.0,0.664221,0.5000,0.660616,0.5813
489,B_scale0.01,0.699766,0.3750,0.675334,0.5687
490,A_scale1.0,0.650897,0.5625,0.662777,0.5719
490,B_scale0.01,0.670547,0.5625,0.676635,0.5625
491,A_scale1.0,0.662506,0.6250,0.664242,0.5687
491,B_scale0.01,0.671454,0.5000,0.677317,0.5563
492,A_scale1.0,0.690409,0.5625,0.667504,0.5625
492,B_scale0.01,0.659934,0.6250,0.676471,0.5563
493,A_scale1.0,0.744249,0.3750,0.674667,0.5437
493,B_scale0.01,0.731348,0.3125,0.680207,0.5344
494,A_scale1.0,0.658149,0.5000,0.673909,0.5406
494,B_scale0.01,0.662972,0.5625,0.678441,0.5312
495,A_scale1.0,0.629282,0.7500,0.665449,0.5594
495,B_scale0.01,0.689509,0.5625,0.675754,0.5406
496,A_scale1.0,0.652331,0.5000,0.662007,0.5656
496,B_scale0.01,0.697151,0.5625,0.675222,0.5469
497,A_scale1.0,0.711248,0.5000,0.665405,0.5656
497,B_scale0.01,0.684578,0.5625,0.676347,0.5500
498,A_scale1.0,0.671472,0.6250,0.669816,0.5594
498,B_scale0.01,0.686172,0.5000,0.679399,0.5406
499,A_scale1.0,0.674026,0.4375,0.674457,0.5469
499,B_scale0.01,0.631847,0.8125,0.679102,0.5500
500,A_scale1.0,0.674937,0.5000,0.671946,0.5531
500,B_scale0.01,0.681307,0.5000,0.677101,0.5563
501,A_scale1.0,0.736993,0.3750,0.674284,0.5437
501,B_scale0.01,0.666674,0.6875,0.677476,0.5594
502,A_scale1.0,0.738976,0.5000,0.682366,0.5281
502,B_scale0.01,0.812865,0.2500,0.687283,0.5375
503,A_scale1.0,0.771418,0.3125,0.687375,0.5156
503,B_scale0.01,0.745181,0.4375,0.690981,0.5281
504,A_scale1.0,0.464092,0.8125,0.677828,0.5281
504,B_scale0.01,0.611007,0.6875,0.686840,0.5375
505,A_scale1.0,0.676847,0.4375,0.676186,0.5281
505,B_scale0.01,0.643243,0.6250,0.683205,0.5437
506,A_scale1.0,0.750217,0.5000,0.681754,0.5188
506,B_scale0.01,0.673155,0.6250,0.684936,0.5375
507,A_scale1.0,0.846251,0.3125,0.691646,0.5031
507,B_scale0.01,0.760289,0.3750,0.690230,0.5281
508,A_scale1.0,0.654011,0.5625,0.686127,0.5125
508,B_scale0.01,0.704660,0.5000,0.689183,0.5312
509,A_scale1.0,0.678229,0.4375,0.686827,0.5094
509,B_scale0.01,0.687048,0.5625,0.688547,0.5406
510,A_scale1.0,0.745708,0.5625,0.691568,0.5094
510,B_scale0.01,0.786791,0.3125,0.694359,0.5281
511,A_scale1.0,0.620811,0.7500,0.689483,0.5156
511,B_scale0.01,0.677102,0.5625,0.694642,0.5312
512,A_scale1.0,0.717899,0.4375,0.690857,0.5094
512,B_scale0.01,0.656050,0.6875,0.694447,0.5344
513,A_scale1.0,0.753672,0.3750,0.691329,0.5094
513,B_scale0.01,0.690228,0.6250,0.692391,0.5500
514,A_scale1.0,0.642541,0.6250,0.690548,0.5156
514,B_scale0.01,0.672031,0.5625,0.692844,0.5500
515,A_scale1.0,0.642109,0.5625,0.691189,0.5062
515,B_scale0.01,0.647460,0.7500,0.690742,0.5594
516,A_scale1.0,0.681278,0.5625,0.692637,0.5094
516,B_scale0.01,0.638045,0.7500,0.687787,0.5687
517,A_scale1.0,0.661259,0.6875,0.690137,0.5188
517,B_scale0.01,0.666299,0.6250,0.686873,0.5719
518,A_scale1.0,0.634772,0.6250,0.688302,0.5188
518,B_scale0.01,0.697705,0.5000,0.687449,0.5719
519,A_scale1.0,0.663528,0.6250,0.687777,0.5281
519,B_scale0.01,0.695051,0.3750,0.690609,0.5500
520,A_scale1.0,0.657489,0.7500,0.686905,0.5406
520,B_scale0.01,0.695584,0.5000,0.691323,0.5500
521,A_scale1.0,0.680550,0.6250,0.684083,0.5531
521,B_scale0.01,0.682460,0.5625,0.692113,0.5437
522,A_scale1.0,0.640545,0.5000,0.679161,0.5531
522,B_scale0.01,0.662704,0.6250,0.684605,0.5625
523,A_scale1.0,0.648571,0.6250,0.673019,0.5687
523,B_scale0.01,0.668743,0.5000,0.680783,0.5656
524,A_scale1.0,0.661676,0.5625,0.682898,0.5563
524,B_scale0.01,0.695610,0.4375,0.685013,0.5531
525,A_scale1.0,0.693254,0.5000,0.683718,0.5594
525,B_scale0.01,0.661221,0.7500,0.685912,0.5594
526,A_scale1.0,0.648572,0.5625,0.678636,0.5625
526,B_scale0.01,0.660709,0.6875,0.685289,0.5625
527,A_scale1.0,0.646504,0.6250,0.668649,0.5781
527,B_scale0.01,0.665512,0.6250,0.680551,0.5750
528,A_scale1.0,0.587465,0.8125,0.665322,0.5906
528,B_scale0.01,0.638424,0.6250,0.677239,0.5813
529,A_scale1.0,0.691675,0.5000,0.665994,0.5938
529,B_scale0.01,0.696226,0.5000,0.677698,0.5781
530,A_scale1.0,0.650317,0.5625,0.661224,0.5938
530,B_scale0.01,0.666661,0.5625,0.671691,0.5906
531,A_scale1.0,0.522779,0.8125,0.656323,0.5969
531,B_scale0.01,0.588685,0.7500,0.667270,0.6000
532,A_scale1.0,0.509857,1.0000,0.645921,0.6250
532,B_scale0.01,0.555480,0.9375,0.662242,0.6125
533,A_scale1.0,0.734032,0.4375,0.644939,0.6281
533,B_scale0.01,0.749295,0.5000,0.665195,0.6062
534,A_scale1.0,0.689864,0.5625,0.647305,0.6250
534,B_scale0.01,0.697876,0.5000,0.666488,0.6031
535,A_scale1.0,0.673278,0.5000,0.648863,0.6219
535,B_scale0.01,0.709389,0.5000,0.669584,0.5906
536,A_scale1.0,0.695348,0.5625,0.649567,0.6219
536,B_scale0.01,0.718939,0.5000,0.673629,0.5781
537,A_scale1.0,0.775474,0.3750,0.655277,0.6062
537,B_scale0.01,0.798169,0.3750,0.680222,0.5656
538,A_scale1.0,0.612771,0.6250,0.654177,0.6062
538,B_scale0.01,0.629624,0.6250,0.676818,0.5719
539,A_scale1.0,0.723780,0.4375,0.657190,0.5969
539,B_scale0.01,0.740904,0.4375,0.679111,0.5750
540,A_scale1.0,0.548738,0.6875,0.651752,0.5938
540,B_scale0.01,0.524214,0.8125,0.670542,0.5906
541,A_scale1.0,0.710661,0.5000,0.653258,0.5875
541,B_scale0.01,0.708984,0.5625,0.671869,0.5906
542,A_scale1.0,0.773395,0.3125,0.659901,0.5781
542,B_scale0.01,0.781729,0.3125,0.677820,0.5750
543,A_scale1.0,0.658431,0.6250,0.660394,0.5781
543,B_scale0.01,0.651031,0.6250,0.676934,0.5813
544,A_scale1.0,0.716011,0.4375,0.663110,0.5719
544,B_scale0.01,0.751117,0.3750,0.679710,0.5781
545,A_scale1.0,0.666775,0.7500,0.661786,0.5844
545,B_scale0.01,0.729045,0.3125,0.683101,0.5563
546,A_scale1.0,0.663134,0.6250,0.662514,0.5875
546,B_scale0.01,0.650037,0.5625,0.682567,0.5500
547,A_scale1.0,0.692933,0.6250,0.664836,0.5875
547,B_scale0.01,0.674219,0.6250,0.683003,0.5500
548,A_scale1.0,0.733015,0.3750,0.672113,0.5656
548,B_scale0.01,0.684972,0.6250,0.685330,0.5500
549,A_scale1.0,0.659281,0.6875,0.670494,0.5750
549,B_scale0.01,0.679511,0.6250,0.684494,0.5563
550,A_scale1.0,0.673524,0.5625,0.671654,0.5750
550,B_scale0.01,0.677425,0.5625,0.685032,0.5563
551,A_scale1.0,0.607693,0.7500,0.675900,0.5719
551,B_scale0.01,0.652797,0.6875,0.688238,0.5531
552,A_scale1.0,0.725353,0.3750,0.686675,0.5406
552,B_scale0.01,0.691978,0.5000,0.695063,0.5312
553,A_scale1.0,0.673030,0.5000,0.683625,0.5437
553,B_scale0.01,0.649229,0.6875,0.690060,0.5406
554,A_scale1.0,0.688993,0.4375,0.683581,0.5375
554,B_scale0.01,0.720583,0.3750,0.691195,0.5344
555,A_scale1.0,0.620501,0.6875,0.680942,0.5469
555,B_scale0.01,0.712548,0.4375,0.691353,0.5312
556,A_scale1.0,0.618127,0.6875,0.677081,0.5531
556,B_scale0.01,0.620215,0.8125,0.686417,0.5469
557,A_scale1.0,0.682535,0.4375,0.672434,0.5563
557,B_scale0.01,0.666276,0.6875,0.679822,0.5625
558,A_scale1.0,0.693491,0.5625,0.676470,0.5531
558,B_scale0.01,0.702502,0.5000,0.683466,0.5563
559,A_scale1.0,0.756788,0.5000,0.678121,0.5563
559,B_scale0.01,0.752077,0.3125,0.684025,0.5500
560,A_scale1.0,0.699938,0.5000,0.685680,0.5469
560,B_scale0.01,0.712132,0.5000,0.693420,0.5344
561,A_scale1.0,0.744750,0.5625,0.687385,0.5500
561,B_scale0.01,0.723456,0.2500,0.694144,0.5188
562,A_scale1.0,0.653251,0.6250,0.681378,0.5656
562,B_scale0.01,0.683842,0.6250,0.689250,0.5344
563,A_scale1.0,0.667713,0.5625,0.681842,0.5625
563,B_scale0.01,0.676611,0.6250,0.690529,0.5344
564,A_scale1.0,0.667792,0.5625,0.679431,0.5687
564,B_scale0.01,0.675992,0.6250,0.686772,0.5469
565,A_scale1.0,0.628769,0.6875,0.677531,0.5656
565,B_scale0.01,0.677829,0.6250,0.684212,0.5625
566,A_scale1.0,0.657103,0.5000,0.677229,0.5594
566,B_scale0.01,0.680086,0.5625,0.685714,0.5625
567,A_scale1.0,0.639306,0.6250,0.674548,0.5594
567,B_scale0.01,0.685953,0.4375,0.686301,0.5531
568,A_scale1.0,0.549898,0.8125,0.665392,0.5813
568,B_scale0.01,0.654955,0.7500,0.684800,0.5594
569,A_scale1.0,0.709867,0.4375,0.667921,0.5687
569,B_scale0.01,0.659653,0.5625,0.683807,0.5563
570,A_scale1.0,0.739823,0.4375,0.671236,0.5625
570,B_scale0.01,0.688334,0.3125,0.684352,0.5437
571,A_scale1.0,0.766235,0.4375,0.679163,0.5469
571,B_scale0.01,0.706354,0.2500,0.687030,0.5219
572,A_scale1.0,0.613617,0.6250,0.673576,0.5594
572,B_scale0.01,0.643282,0.7500,0.684595,0.5344
573,A_scale1.0,0.750555,0.4375,0.677453,0.5563
573,B_scale0.01,0.720492,0.3750,0.688159,0.5188
574,A_scale1.0,0.631968,0.6250,0.674601,0.5656
574,B_scale0.01,0.681781,0.5000,0.686218,0.5250
575,A_scale1.0,0.647010,0.6875,0.675927,0.5656
575,B_scale0.01,0.681738,0.6250,0.684678,0.5344
576,A_scale1.0,0.676752,0.5000,0.678858,0.5563
576,B_scale0.01,0.655025,0.6875,0.686418,0.5281
577,A_scale1.0,0.615739,0.6250,0.675518,0.5656
577,B_scale0.01,0.660164,0.6875,0.686113,0.5281
578,A_scale1.0,0.644225,0.5625,0.673055,0.5656
578,B_scale0.01,0.679249,0.4375,0.684950,0.5250
579,A_scale1.0,0.690317,0.5625,0.669731,0.5687
579,B_scale0.01,0.712050,0.5000,0.682949,0.5344
580,A_scale1.0,0.706212,0.5625,0.670045,0.5719
580,B_scale0.01,0.669695,0.8125,0.680827,0.5500
581,A_scale1.0,0.619321,0.7500,0.663774,0.5813
581,B_scale0.01,0.667779,0.5625,0.678043,0.5656
582,A_scale1.0,0.643203,0.6250,0.663271,0.5813
582,B_scale0.01,0.692327,0.5000,0.678467,0.5594
583,A_scale1.0,0.611350,0.8750,0.660453,0.5969
583,B_scale0.01,0.633875,0.6250,0.676331,0.5594
584,A_scale1.0,0.736402,0.4375,0.663884,0.5906
584,B_scale0.01,0.714124,0.5000,0.678237,0.5531
585,A_scale1.0,0.655619,0.5625,0.665226,0.5844
585,B_scale0.01,0.655919,0.6250,0.677142,0.5531
586,A_scale1.0,0.707536,0.5000,0.667748,0.5844
586,B_scale0.01,0.711457,0.4375,0.678710,0.5469
587,A_scale1.0,0.688222,0.5625,0.670194,0.5813
587,B_scale0.01,0.702855,0.4375,0.679555,0.5469
588,A_scale1.0,0.657596,0.6250,0.675579,0.5719
588,B_scale0.01,0.636439,0.7500,0.678630,0.5469
589,A_scale1.0,0.670288,0.5625,0.673600,0.5781
589,B_scale0.01,0.697918,0.4375,0.680543,0.5406
590,A_scale1.0,0.682759,0.5625,0.670746,0.5844
590,B_scale0.01,0.727056,0.3750,0.682479,0.5437
591,A_scale1.0,0.685637,0.7500,0.666717,0.6000
591,B_scale0.01,0.699232,0.5625,0.682123,0.5594
592,A_scale1.0,0.663855,0.5625,0.669228,0.5969
592,B_scale0.01,0.643455,0.6250,0.682131,0.5531
593,A_scale1.0,0.719966,0.5000,0.667699,0.6000
593,B_scale0.01,0.681570,0.5625,0.680185,0.5625
594,A_scale1.0,0.710799,0.3750,0.671641,0.5875
594,B_scale0.01,0.716224,0.4375,0.681907,0.5594
595,A_scale1.0,0.660054,0.5625,0.672293,0.5813
595,B_scale0.01,0.683629,0.5000,0.682002,0.5531
596,A_scale1.0,0.575056,0.8125,0.667208,0.5969
596,B_scale0.01,0.651608,0.6875,0.681831,0.5531
597,A_scale1.0,0.659256,0.5000,0.669384,0.5906
597,B_scale0.01,0.676571,0.5625,0.682652,0.5469
598,A_scale1.0,0.582359,0.7500,0.666290,0.6000
598,B_scale0.01,0.629341,0.6250,0.680156,0.5563
599,A_scale1.0,0.676457,0.5625,0.665597,0.6000
599,B_scale0.01,0.674971,0.5625,0.678302,0.5594
600,A_scale1.0,0.620706,0.5625,0.661322,0.6000
600,B_scale0.01,0.655225,0.6875,0.677579,0.5531
601,A_scale1.0,0.662899,0.6250,0.663501,0.5938
601,B_scale0.01,0.668978,0.6250,0.677639,0.5563
602,A_scale1.0,0.657089,0.4375,0.664195,0.5844
602,B_scale0.01,0.652878,0.6250,0.675666,0.5625
603,A_scale1.0,0.671683,0.5625,0.667212,0.5687
603,B_scale0.01,0.667822,0.6250,0.677364,0.5625
604,A_scale1.0,0.660550,0.5000,0.663419,0.5719
604,B_scale0.01,0.639335,0.8750,0.673624,0.5813
605,A_scale1.0,0.733056,0.3125,0.667291,0.5594
605,B_scale0.01,0.727968,0.3750,0.677227,0.5687
606,A_scale1.0,0.671542,0.5000,0.665492,0.5594
606,B_scale0.01,0.660968,0.6875,0.674702,0.5813
607,A_scale1.0,0.647609,0.5625,0.663461,0.5594
607,B_scale0.01,0.659042,0.6250,0.672511,0.5906
608,A_scale1.0,0.692141,0.4375,0.665188,0.5500
608,B_scale0.01,0.700164,0.6250,0.675698,0.5844
609,A_scale1.0,0.657026,0.5625,0.664525,0.5500
609,B_scale0.01,0.695849,0.4375,0.675594,0.5844
610,A_scale1.0,0.734988,0.4375,0.667136,0.5437
610,B_scale0.01,0.692586,0.5625,0.673871,0.5938
611,A_scale1.0,0.635920,0.6875,0.664651,0.5406
611,B_scale0.01,0.654074,0.7500,0.671613,0.6031
612,A_scale1.0,0.671755,0.4375,0.665046,0.5344
612,B_scale0.01,0.684895,0.6250,0.673685,0.6031
613,A_scale1.0,0.628901,0.6875,0.660492,0.5437
613,B_scale0.01,0.662104,0.7500,0.672712,0.6125
614,A_scale1.0,0.715442,0.5000,0.660724,0.5500
614,B_scale0.01,0.674212,0.6250,0.670611,0.6219
615,A_scale1.0,0.620945,0.6875,0.658769,0.5563
615,B_scale0.01,0.654553,0.6875,0.669157,0.6312
616,A_scale1.0,0.654796,0.6250,0.662756,0.5469
616,B_scale0.01,0.707602,0.4375,0.671957,0.6188
617,A_scale1.0,0.693893,0.5625,0.664488,0.5500
617,B_scale0.01,0.655906,0.7500,0.670924,0.6281
618,A_scale1.0,0.720460,0.5000,0.671393,0.5375
618,B_scale0.01,0.683592,0.5625,0.673636,0.6250
619,A_scale1.0,0.662934,0.5625,0.670717,0.5375
619,B_scale0.01,0.719199,0.3125,0.675848,0.6125
620,A_scale1.0,0.663887,0.6250,0.672876,0.5406
620,B_scale0.01,0.645688,0.8125,0.675371,0.6188
621,A_scale1.0,0.609637,0.8125,0.670213,0.5500
621,B_scale0.01,0.643023,0.6875,0.674073,0.6219
622,A_scale1.0,0.690847,0.6250,0.671901,0.5594
622,B_scale0.01,0.698300,0.5625,0.676344,0.6188
623,A_scale1.0,0.760157,0.5625,0.676324,0.5594
623,B_scale0.01,0.708411,0.4375,0.678374,0.6094
624,A_scale1.0,0.631533,0.7500,0.674873,0.5719
624,B_scale0.01,0.682618,0.6250,0.680538,0.5969
625,A_scale1.0,0.695989,0.6250,0.673020,0.5875
625,B_scale0.01,0.688241,0.5000,0.678551,0.6031
626,A_scale1.0,0.671158,0.5000,0.673001,0.5875
626,B_scale0.01,0.670297,0.5625,0.679018,0.5969
627,A_scale1.0,0.637251,0.6250,0.672483,0.5906
627,B_scale0.01,0.681740,0.5000,0.680153,0.5906
628,A_scale1.0,0.641017,0.5625,0.669927,0.5969
628,B_scale0.01,0.682774,0.3750,0.679283,0.5781
629,A_scale1.0,0.703480,0.4375,0.672249,0.5906
629,B_scale0.01,0.662356,0.6875,0.677609,0.5906
630,A_scale1.0,0.620245,0.6875,0.666512,0.6031
630,B_scale0.01,0.678280,0.6875,0.676893,0.5969
631,A_scale1.0,0.623072,0.6250,0.665870,0.6000
631,B_scale0.01,0.672565,0.7500,0.677818,0.5969
632,A_scale1.0,0.713172,0.6250,0.667941,0.6094
632,B_scale0.01,0.710684,0.5000,0.679107,0.5906
633,A_scale1.0,0.632669,0.6875,0.668129,0.6094
633,B_scale0.01,0.666575,0.6250,0.679331,0.5844
634,A_scale1.0,0.712277,0.4375,0.667971,0.6062
634,B_scale0.01,0.703830,0.4375,0.680812,0.5750
635,A_scale1.0,0.565575,0.8125,0.665202,0.6125
635,B_scale0.01,0.623439,0.7500,0.679256,0.5781
636,A_scale1.0,0.676292,0.5625,0.666277,0.6094
636,B_scale0.01,0.679082,0.5625,0.677830,0.5844
637,A_scale1.0,0.688405,0.5000,0.666003,0.6062
637,B_scale0.01,0.682723,0.5625,0.679171,0.5750
638,A_scale1.0,0.580368,0.8125,0.658998,0.6219
638,B_scale0.01,0.587507,0.7500,0.674367,0.5844
639,A_scale1.0,0.783739,0.3125,0.665038,0.6094
639,B_scale0.01,0.741140,0.3125,0.675464,0.5844
640,A_scale1.0,0.621485,0.6250,0.662918,0.6094
640,B_scale0.01,0.658968,0.5625,0.676128,0.5719
641,A_scale1.0,0.620254,0.6875,0.663449,0.6031
641,B_scale0.01,0.624377,0.6875,0.675195,0.5719
642,A_scale1.0,0.740267,0.4375,0.665920,0.5938
642,B_scale0.01,0.734442,0.4375,0.677003,0.5656
643,A_scale1.0,0.660692,0.5625,0.660947,0.5938
643,B_scale0.01,0.639945,0.6250,0.673579,0.5750
644,A_scale1.0,0.669239,0.5625,0.662832,0.5844
644,B_scale0.01,0.690467,0.5625,0.673972,0.5719
645,A_scale1.0,0.629791,0.6875,0.659522,0.5875
645,B_scale0.01,0.615873,0.6875,0.670353,0.5813
646,A_scale1.0,0.660758,0.5625,0.659002,0.5906
646,B_scale0.01,0.699774,0.5625,0.671827,0.5813
647,A_scale1.0,0.751470,0.3750,0.664713,0.5781
647,B_scale0.01,0.712042,0.3750,0.673342,0.5750
648,A_scale1.0,0.807338,0.4375,0.673029,0.5719
648,B_scale0.01,0.816276,0.2500,0.680017,0.5687
649,A_scale1.0,0.675395,0.5625,0.671625,0.5781
649,B_scale0.01,0.691493,0.5000,0.681474,0.5594
650,A_scale1.0,0.697648,0.5625,0.675495,0.5719
650,B_scale0.01,0.700084,0.5000,0.682564,0.5500
651,A_scale1.0,0.646104,0.6875,0.676647,0.5750
651,B_scale0.01,0.669998,0.5625,0.682436,0.5406
652,A_scale1.0,0.679183,0.6250,0.674947,0.5750
652,B_scale0.01,0.689918,0.5000,0.681398,0.5406
653,A_scale1.0,0.649051,0.6250,0.675767,0.5719
653,B_scale0.01,0.678419,0.6875,0.681990,0.5437
654,A_scale1.0,0.739211,0.3125,0.677113,0.5656
654,B_scale0.01,0.709326,0.6250,0.682265,0.5531
655,A_scale1.0,0.638216,0.8125,0.680745,0.5656
655,B_scale0.01,0.639091,0.8750,0.683047,0.5594
656,A_scale1.0,0.658228,0.5000,0.679842,0.5625
656,B_scale0.01,0.663810,0.7500,0.682284,0.5687
657,A_scale1.0,0.635221,0.6875,0.677183,0.5719
657,B_scale0.01,0.658358,0.7500,0.681065,0.5781
658,A_scale1.0,0.733047,0.4375,0.684817,0.5531
658,B_scale0.01,0.699750,0.4375,0.686678,0.5625
659,A_scale1.0,0.730564,0.4375,0.682158,0.5594
659,B_scale0.01,0.705600,0.4375,0.684901,0.5687
660,A_scale1.0,0.727567,0.4375,0.687462,0.5500
660,B_scale0.01,0.700730,0.5625,0.686989,0.5687
661,A_scale1.0,0.729156,0.5000,0.692907,0.5406
661,B_scale0.01,0.731157,0.3750,0.692328,0.5531
662,A_scale1.0,0.625107,0.6875,0.687149,0.5531
662,B_scale0.01,0.667281,0.6250,0.688970,0.5625
663,A_scale1.0,0.669245,0.5625,0.687577,0.5531
663,B_scale0.01,0.673609,0.5625,0.690653,0.5594
664,A_scale1.0,0.721252,0.4375,0.690178,0.5469
664,B_scale0.01,0.712508,0.5000,0.691755,0.5563
665,A_scale1.0,0.639593,0.6875,0.690668,0.5469
665,B_scale0.01,0.689022,0.5625,0.695412,0.5500
666,A_scale1.0,0.715659,0.3750,0.693413,0.5375
666,B_scale0.01,0.718308,0.3750,0.696339,0.5406
667,A_scale1.0,0.648001,0.5000,0.688239,0.5437
667,B_scale0.01,0.655606,0.5625,0.693517,0.5500
668,A_scale1.0,0.710828,0.5625,0.683414,0.5500
668,B_scale0.01,0.704741,0.6250,0.687940,0.5687
669,A_scale1.0,0.631449,0.5625,0.681217,0.5500
669,B_scale0.01,0.658383,0.5625,0.686285,0.5719
670,A_scale1.0,0.608934,0.7500,0.676781,0.5594
670,B_scale0.01,0.628560,0.8125,0.682709,0.5875
671,A_scale1.0,0.652219,0.6250,0.677087,0.5563
671,B_scale0.01,0.671784,0.5625,0.682798,0.5875
672,A_scale1.0,0.692123,0.5000,0.677734,0.5500
672,B_scale0.01,0.684080,0.6250,0.682506,0.5938
673,A_scale1.0,0.657397,0.6250,0.678151,0.5500
673,B_scale0.01,0.668187,0.8125,0.681994,0.6000
674,A_scale1.0,0.663149,0.5625,0.674348,0.5625
674,B_scale0.01,0.686502,0.5000,0.680853,0.5938
675,A_scale1.0,0.719428,0.5000,0.678408,0.5469
675,B_scale0.01,0.683406,0.6250,0.683069,0.5813
676,A_scale1.0,0.664319,0.5625,0.678713,0.5500
676,B_scale0.01,0.711421,0.5000,0.685450,0.5687
677,A_scale1.0,0.665000,0.6250,0.680202,0.5469
677,B_scale0.01,0.673557,0.5000,0.686210,0.5563
678,A_scale1.0,0.590226,0.6875,0.673061,0.5594
678,B_scale0.01,0.661176,0.8750,0.684281,0.5781
679,A_scale1.0,0.659568,0.5625,0.669511,0.5656
679,B_scale0.01,0.670251,0.5000,0.682513,0.5813
680,A_scale1.0,0.645728,0.6250,0.665419,0.5750
680,B_scale0.01,0.650024,0.6250,0.679978,0.5844
681,A_scale1.0,0.638662,0.6875,0.660894,0.5844
681,B_scale0.01,0.660849,0.6875,0.676463,0.6000
682,A_scale1.0,0.647555,0.5625,0.662017,0.5781
682,B_scale0.01,0.667336,0.6250,0.676465,0.6000
683,A_scale1.0,0.675188,0.6250,0.662314,0.5813
683,B_scale0.01,0.696912,0.5000,0.677631,0.5969
684,A_scale1.0,0.686350,0.4375,0.660569,0.5813
684,B_scale0.01,0.679100,0.4375,0.675960,0.5938
685,A_scale1.0,0.583049,0.8750,0.657742,0.5906
685,B_scale0.01,0.646538,0.8125,0.673836,0.6062
686,A_scale1.0,0.639944,0.5625,0.653956,0.6000
686,B_scale0.01,0.663368,0.6875,0.671089,0.6219
687,A_scale1.0,0.730144,0.3750,0.658063,0.5938
687,B_scale0.01,0.668404,0.5625,0.671729,0.6219
688,A_scale1.0,0.637959,0.6250,0.654420,0.5969
688,B_scale0.01,0.667333,0.7500,0.669859,0.6281
689,A_scale1.0,0.711969,0.5625,0.658446,0.5969
689,B_scale0.01,0.699022,0.4375,0.671891,0.6219
690,A_scale1.0,0.676592,0.5000,0.661828,0.5844
690,B_scale0.01,0.658505,0.6875,0.673388,0.6156
691,A_scale1.0,0.644136,0.6250,0.661424,0.5844
691,B_scale0.01,0.675046,0.5000,0.673551,0.6125
692,A_scale1.0,0.721652,0.5000,0.662901,0.5844
692,B_scale0.01,0.733533,0.3125,0.676023,0.5969
693,A_scale1.0,0.671563,0.5000,0.663609,0.5781
693,B_scale0.01,0.660757,0.7500,0.675652,0.5938
694,A_scale1.0,0.710799,0.5000,0.665992,0.5750
694,B_scale0.01,0.672303,0.5625,0.674942,0.5969
695,A_scale1.0,0.576663,0.7500,0.658853,0.5875
695,B_scale0.01,0.684128,0.5000,0.674978,0.5906
696,A_scale1.0,0.692528,0.5000,0.660264,0.5844
696,B_scale0.01,0.664741,0.5625,0.672644,0.5938
697,A_scale1.0,0.633033,0.6875,0.658665,0.5875
